car_model_link,car_model_name,car_series_name
"/car-specs/Toyota/34384/Toyota-Estima-V.html,/car-specs/Toyota/M4761/Estima,/car-specs/Toyota/M4761/Estima","Toyota Estima V Car Specs,View more information about Toyota Estima",Estima
"/car-specs/Toyota/5251/Toyota-Celica-T200-18i.html,/car-specs/Toyota/5250/Toyota-Celica-T200-20i-GT.html,/car-specs/Toyota/5249/Toyota-Celica-T200-20i-GT-4-Turbo-4WD.html,/car-specs/Toyota/M838/Celica-T200,/car-specs/Toyota/M838/Celica-T200","Toyota Celica T200 1.8i Car Specs,Toyota Celica T200 2.0i GT Car Specs,Toyota Celica T200 2.0i GT-4 Turbo 4WD Car Specs,View more information about Toyota Celica T200",Celica T200
"/car-specs/Toyota/5400/Toyota-Supra-IV-30i-Turbo.html,/car-specs/Toyota/M879/Supra-IV,/car-specs/Toyota/M879/Supra-IV","Toyota Supra IV 3.0i Turbo Car Specs,View more information about Toyota Supra IV",Supra IV
"/car-specs/Toyota/5278/Toyota-Corolla-VII-13i.html,/car-specs/Toyota/5276/Toyota-Corolla-VII-16i.html,/car-specs/Toyota/5277/Toyota-Corolla-VII-13i.html,/car-specs/Toyota/5275/Toyota-Corolla-VII-20-D.html,/car-specs/Toyota/M845/Corolla-VII,/car-specs/Toyota/M845/Corolla-VII","Toyota Corolla VII 1.3i Car Specs,Toyota Corolla VII 1.6i Car Specs,Toyota Corolla VII 1.3i Car Specs,Toyota Corolla VII 2.0 D Car Specs,View more information about Toyota Corolla VII",Corolla VII
"/car-specs/Toyota/5228/Toyota-Carina-E-20i.html,/car-specs/Toyota/5230/Toyota-Carina-E-16i.html,/car-specs/Toyota/5227/Toyota-Carina-E-20-GTi.html,/car-specs/Toyota/5226/Toyota-Carina-E-20-GTi.html,/car-specs/Toyota/5229/Toyota-Carina-E-18i.html,/car-specs/Toyota/5222/Toyota-Carina-E-20i.html,/car-specs/Toyota/5223/Toyota-Carina-E-18i.html,/car-specs/Toyota/5224/Toyota-Carina-E-16i.html,/car-specs/Toyota/5225/Toyota-Carina-E-20-D.html,/car-specs/Toyota/5221/Toyota-Carina-E-20-TD.html,/car-specs/Toyota/M833/Carina-E,/car-specs/Toyota/M833/Carina-E","Toyota Carina E 2.0i Car Specs,Toyota Carina E 1.6i Car Specs,Toyota Carina E 2.0 GTi Car Specs,Toyota Carina E 2.0 GTi Car Specs,Toyota Carina E 1.8i Car Specs,Toyota Carina E 2.0i Car Specs,Toyota Carina E 1.8i Car Specs,Toyota Carina E 1.6i Car Specs,Toyota Carina E 2.0 D Car Specs,Toyota Carina E 2.0 TD Car Specs,View more information about Toyota Carina E",Carina E
"/car-specs/Toyota/5282/Toyota-Corolla-VII-Sedan-13i.html,/car-specs/Toyota/5280/Toyota-Corolla-VII-Sedan-16i.html,/car-specs/Toyota/5281/Toyota-Corolla-VII-Sedan-13i.html,/car-specs/Toyota/5279/Toyota-Corolla-VII-Sedan-20-D.html,/car-specs/Toyota/M846/Corolla-VII-Sedan,/car-specs/Toyota/M846/Corolla-VII-Sedan","Toyota Corolla VII Sedan 1.3i Car Specs,Toyota Corolla VII Sedan 1.6i Car Specs,Toyota Corolla VII Sedan 1.3i Car Specs,Toyota Corolla VII Sedan 2.0 D Car Specs,View more information about Toyota Corolla VII Sedan",Corolla VII Sedan
"/car-specs/Toyota/5209/Toyota-Camry-III-22i.html,/car-specs/Toyota/5208/Toyota-Camry-III-30i-V6.html,/car-specs/Toyota/M829/Camry-III,/car-specs/Toyota/M829/Camry-III","Toyota Camry III 2.2i Car Specs,Toyota Camry III 3.0i V6 Car Specs,View more information about Toyota Camry III",Camry III
"/car-specs/Toyota/5256/Toyota-Celica-T180-Convertible-20i.html,/car-specs/Toyota/M840/Celica-T180-Convertible,/car-specs/Toyota/M840/Celica-T180-Convertible","Toyota Celica T180 Convertible 2.0i Car Specs,View more information about Toyota Celica T180 Convertible",Celica T180 Convertible
"/car-specs/Toyota/5367/Toyota-Previa-I-24i-auto.html,/car-specs/Toyota/5368/Toyota-Previa-I-24i.html,/car-specs/Toyota/M869/Previa-I,/car-specs/Toyota/M869/Previa-I","Toyota Previa I 2.4i auto Car Specs,Toyota Previa I 2.4i Car Specs,View more information about Toyota Previa I",Previa I
"/car-specs/Toyota/5395/Toyota-Starlet-IV-13.html,/car-specs/Toyota/5396/Toyota-Starlet-IV-13i.html,/car-specs/Toyota/5394/Toyota-Starlet-IV-15-D.html,/car-specs/Toyota/M876/Starlet-IV,/car-specs/Toyota/M876/Starlet-IV","Toyota Starlet IV 1.3 Car Specs,Toyota Starlet IV 1.3i Car Specs,Toyota Starlet IV 1.5 D Car Specs,View more information about Toyota Starlet IV",Starlet IV
"/car-specs/Toyota/5341/Toyota-Land-Cruiser-V-24-HardTop.html,/car-specs/Toyota/5338/Toyota-Land-Cruiser-V-24-Turbo-D-FRP-Top.html,/car-specs/Toyota/5339/Toyota-Land-Cruiser-V-24-Turbo-D-HardTop.html,/car-specs/Toyota/5340/Toyota-Land-Cruiser-V-24-Turbo-D-SoftTop.html,/car-specs/Toyota/5334/Toyota-Land-Cruiser-V-42-D-FRP-Top.html,/car-specs/Toyota/5335/Toyota-Land-Cruiser-V-42-D-HardTop.html,/car-specs/Toyota/5336/Toyota-Land-Cruiser-V-30-Turbo-D-FRP-Top.html,/car-specs/Toyota/5337/Toyota-Land-Cruiser-V-30-Turbo-D-HardTop.html,/car-specs/Toyota/M860/Land-Cruiser-V,/car-specs/Toyota/M860/Land-Cruiser-V","Toyota Land Cruiser V 2.4 HardTop Car Specs,Toyota Land Cruiser V 2.4 Turbo D FRP-Top Car Specs,Toyota Land Cruiser V 2.4 Turbo D HardTop Car Specs,Toyota Land Cruiser V 2.4 Turbo D SoftTop Car Specs,Toyota Land Cruiser V 4.2 D FRP-Top Car Specs,Toyota Land Cruiser V 4.2 D HardTop Car Specs,Toyota Land Cruiser V 3.0 Turbo D FRP-Top Car Specs,Toyota Land Cruiser V 3.0 Turbo D HardTop Car Specs,View more information about Toyota Land Cruiser V",Land Cruiser V
"/car-specs/Toyota/5361/Toyota-MR2-II-20-GT-i.html,/car-specs/Toyota/5360/Toyota-MR2-II-20-GT-i.html,/car-specs/Toyota/M865/MR2-II,/car-specs/Toyota/M865/MR2-II","Toyota MR2 II 2.0 GT-i Car Specs,Toyota MR2 II 2.0 GT-i Car Specs,View more information about Toyota MR2 II",MR2 II
"/car-specs/Toyota/5345/Toyota-Land-Cruiser-V-Wagon-45i-24v.html,/car-specs/Toyota/5344/Toyota-Land-Cruiser-V-Wagon-42-D.html,/car-specs/Toyota/5343/Toyota-Land-Cruiser-V-Wagon-42-TD.html,/car-specs/Toyota/5342/Toyota-Land-Cruiser-V-Wagon-42-TD.html,/car-specs/Toyota/M861/Land-Cruiser-V-Wagon,/car-specs/Toyota/M861/Land-Cruiser-V-Wagon","Toyota Land Cruiser V Wagon 4.5i 24v Car Specs,Toyota Land Cruiser V Wagon 4.2 D Car Specs,Toyota Land Cruiser V Wagon 4.2 TD Car Specs,Toyota Land Cruiser V Wagon 4.2 TD Car Specs,View more information about Toyota Land Cruiser V Wagon",Land Cruiser V Wagon
"/car-specs/Toyota/5248/Toyota-Celica-T180-16-STi.html,/car-specs/Toyota/5247/Toyota-Celica-T180-20-GTi.html,/car-specs/Toyota/5246/Toyota-Celica-T180-20i-Turbo-4WD.html,/car-specs/Toyota/M837/Celica-T180,/car-specs/Toyota/M837/Celica-T180","Toyota Celica T180 1.6 STi Car Specs,Toyota Celica T180 2.0 GTi Car Specs,Toyota Celica T180 2.0i Turbo 4WD Car Specs,View more information about Toyota Celica T180",Celica T180
"/car-specs/Toyota/5179/Toyota-4Runner-II-30-V6.html,/car-specs/Toyota/5178/Toyota-4Runner-II-24-TD.html,/car-specs/Toyota/M823/4Runner-II,/car-specs/Toyota/M823/4Runner-II","Toyota 4Runner II 3.0 V6 Car Specs,Toyota 4Runner II 2.4 TD Car Specs,View more information about Toyota 4Runner II",4Runner II
"/car-specs/Toyota/5267/Toyota-Corolla-VI-13.html,/car-specs/Toyota/5265/Toyota-Corolla-VI-16.html,/car-specs/Toyota/5263/Toyota-Corolla-VI-16-GTi.html,/car-specs/Toyota/5264/Toyota-Corolla-VI-16i.html,/car-specs/Toyota/5266/Toyota-Corolla-VI-13i.html,/car-specs/Toyota/5262/Toyota-Corolla-VI-18-D.html,/car-specs/Toyota/5261/Toyota-Corolla-VI-18-D.html,/car-specs/Toyota/M843/Corolla-VI,/car-specs/Toyota/M843/Corolla-VI","Toyota Corolla VI 1.3 Car Specs,Toyota Corolla VI 1.6 Car Specs,Toyota Corolla VI 1.6 GTi Car Specs,Toyota Corolla VI 1.6i Car Specs,Toyota Corolla VI 1.3i Car Specs,Toyota Corolla VI 1.8 D Car Specs,Toyota Corolla VI 1.8 D Car Specs,View more information about Toyota Corolla VI",Corolla VI
"/car-specs/Toyota/5204/Toyota-Camry-II-18.html,/car-specs/Toyota/5202/Toyota-Camry-II-20i.html,/car-specs/Toyota/5203/Toyota-Camry-II-20i-Kat.html,/car-specs/Toyota/5207/Toyota-Camry-II-20i-4WD.html,/car-specs/Toyota/5206/Toyota-Camry-II-25i.html,/car-specs/Toyota/5205/Toyota-Camry-II-20-TD.html,/car-specs/Toyota/M828/Camry-II,/car-specs/Toyota/M828/Camry-II","Toyota Camry II 1.8 Car Specs,Toyota Camry II 2.0i Car Specs,Toyota Camry II 2.0i Kat Car Specs,Toyota Camry II 2.0i 4WD Car Specs,Toyota Camry II 2.5i Car Specs,Toyota Camry II 2.0 TD Car Specs,View more information about Toyota Camry II",Camry II
"/car-specs/Toyota/5274/Toyota-Corolla-VI-Sedan-13.html,/car-specs/Toyota/5272/Toyota-Corolla-VI-Sedan-16.html,/car-specs/Toyota/5271/Toyota-Corolla-VI-Sedan-16-4WD.html,/car-specs/Toyota/5270/Toyota-Corolla-VI-Sedan-16i.html,/car-specs/Toyota/5273/Toyota-Corolla-VI-Sedan-13i.html,/car-specs/Toyota/5268/Toyota-Corolla-VI-Sedan-18-D.html,/car-specs/Toyota/5269/Toyota-Corolla-VI-Sedan-18-D.html,/car-specs/Toyota/M844/Corolla-VI-Sedan,/car-specs/Toyota/M844/Corolla-VI-Sedan","Toyota Corolla VI Sedan 1.3 Car Specs,Toyota Corolla VI Sedan 1.6 Car Specs,Toyota Corolla VI Sedan 1.6 4WD Car Specs,Toyota Corolla VI Sedan 1.6i Car Specs,Toyota Corolla VI Sedan 1.3i Car Specs,Toyota Corolla VI Sedan 1.8 D Car Specs,Toyota Corolla VI Sedan 1.8 D Car Specs,View more information about Toyota Corolla VI Sedan",Corolla VI Sedan
"/car-specs/Toyota/5399/Toyota-Supra-III-30i.html,/car-specs/Toyota/5398/Toyota-Supra-III-30i-Turbo.html,/car-specs/Toyota/M878/Supra-III,/car-specs/Toyota/M878/Supra-III","Toyota Supra III 3.0i Car Specs,Toyota Supra III 3.0i Turbo Car Specs,View more information about Toyota Supra III",Supra III
"/car-specs/Toyota/5233/Toyota-Carina-II-16.html,/car-specs/Toyota/5237/Toyota-Carina-II-18i.html,/car-specs/Toyota/5235/Toyota-Carina-II-16.html,/car-specs/Toyota/5232/Toyota-Carina-II-20i.html,/car-specs/Toyota/5231/Toyota-Carina-II-16i.html,/car-specs/Toyota/5236/Toyota-Carina-II-20-D.html,/car-specs/Toyota/5234/Toyota-Carina-II-20-D.html,/car-specs/Toyota/M834/Carina-II,/car-specs/Toyota/M834/Carina-II","Toyota Carina II 1.6 Car Specs,Toyota Carina II 1.8i Car Specs,Toyota Carina II 1.6 Car Specs,Toyota Carina II 2.0i Car Specs,Toyota Carina II 1.6i Car Specs,Toyota Carina II 2.0 D Car Specs,Toyota Carina II 2.0 D Car Specs,View more information about Toyota Carina II",Carina II
"/car-specs/Toyota/5317/Toyota-Cressida-III-20i.html,/car-specs/Toyota/5315/Toyota-Cressida-III-28i.html,/car-specs/Toyota/5316/Toyota-Cressida-III-24-TD.html,/car-specs/Toyota/M852/Cressida-III,/car-specs/Toyota/M852/Cressida-III","Toyota Cressida III 2.0i Car Specs,Toyota Cressida III 2.8i Car Specs,Toyota Cressida III 2.4 TD Car Specs,View more information about Toyota Cressida III",Cressida III
"/car-specs/Toyota/5331/Toyota-Land-Cruiser-IV-24-HardTop.html,/car-specs/Toyota/5327/Toyota-Land-Cruiser-IV-24-Turbo-D-FRP-top.html,/car-specs/Toyota/5329/Toyota-Land-Cruiser-IV-24-Turbo-D-HardTop.html,/car-specs/Toyota/5330/Toyota-Land-Cruiser-IV-24-Turbo-D-SoftTop.html,/car-specs/Toyota/5328/Toyota-Land-Cruiser-IV-34-Diesel-FRP-top.html,/car-specs/Toyota/M858/Land-Cruiser-IV,/car-specs/Toyota/M858/Land-Cruiser-IV","Toyota Land Cruiser IV 2.4 HardTop Car Specs,Toyota Land Cruiser IV 2.4 Turbo D FRP-top Car Specs,Toyota Land Cruiser IV 2.4 Turbo D HardTop Car Specs,Toyota Land Cruiser IV 2.4 Turbo D SoftTop Car Specs,Toyota Land Cruiser IV 3.4 Diesel FRP-top Car Specs,View more information about Toyota Land Cruiser IV",Land Cruiser IV
"/car-specs/Toyota/5240/Toyota-Celica-T160-16-ST.html,/car-specs/Toyota/5244/Toyota-Celica-T160-20-GTi.html,/car-specs/Toyota/5241/Toyota-Celica-T160-16-GTi.html,/car-specs/Toyota/5242/Toyota-Celica-T160-16-GTi.html,/car-specs/Toyota/5243/Toyota-Celica-T160-20-GTi.html,/car-specs/Toyota/5245/Toyota-Celica-T160-20i-turbo-4WD.html,/car-specs/Toyota/M836/Celica-T160,/car-specs/Toyota/M836/Celica-T160","Toyota Celica T160 1.6 ST Car Specs,Toyota Celica T160 2.0 GTi Car Specs,Toyota Celica T160 1.6 GTi Car Specs,Toyota Celica T160 1.6 GTi Car Specs,Toyota Celica T160 2.0 GTi Car Specs,Toyota Celica T160 2.0i turbo 4WD Car Specs,View more information about Toyota Celica T160",Celica T160
"/car-specs/Toyota/5393/Toyota-Starlet-III-10.html,/car-specs/Toyota/5391/Toyota-Starlet-III-13.html,/car-specs/Toyota/5392/Toyota-Starlet-III-15-D.html,/car-specs/Toyota/M875/Starlet-III,/car-specs/Toyota/M875/Starlet-III","Toyota Starlet III 1.0 Car Specs,Toyota Starlet III 1.3 Car Specs,Toyota Starlet III 1.5 D Car Specs,View more information about Toyota Starlet III",Starlet III
"/car-specs/Toyota/5333/Toyota-Land-Cruiser-IV-Wagon-40-D.html,/car-specs/Toyota/5332/Toyota-Land-Cruiser-IV-Wagon-40-TD.html,/car-specs/Toyota/M859/Land-Cruiser-IV-Wagon,/car-specs/Toyota/M859/Land-Cruiser-IV-Wagon","Toyota Land Cruiser IV Wagon 4.0 D Car Specs,Toyota Land Cruiser IV Wagon 4.0 TD Car Specs,View more information about Toyota Land Cruiser IV Wagon",Land Cruiser IV Wagon
"/car-specs/Toyota/5358/Toyota-MR2-I-16.html,/car-specs/Toyota/5359/Toyota-MR2-I-16-Kat.html,/car-specs/Toyota/M864/MR2-I,/car-specs/Toyota/M864/MR2-I","Toyota MR2 I 1.6 Car Specs,Toyota MR2 I 1.6 Kat Car Specs,View more information about Toyota MR2 I",MR2 I
"/car-specs/Toyota/39521/Toyota-Vista-1800-VL-Liftback.html,/car-specs/Toyota/30634/Toyota-Vista-N200.html,/car-specs/Toyota/30633/Toyota-Vista-N180.html,/car-specs/Toyota/34705/Toyota-Vista-Ardeo-200-4WD.html,/car-specs/Toyota/34697/Toyota-Vista-Ardeo-200.html,/car-specs/Toyota/34704/Toyota-Vista-Ardeo-180.html,/car-specs/Toyota/30628/Toyota-Vista-N200-4WD.html,/car-specs/Toyota/34698/Toyota-Vista-Ardeo-200.html,/car-specs/Toyota/34689/Toyota-Vista-Ardeo-200-4WD.html,/car-specs/Toyota/34695/Toyota-Vista-Ardeo-180.html,/car-specs/Toyota/M4381/Vista,/car-specs/Toyota/M4381/Vista","Toyota Vista 1800 VL Liftback Car Specs,Toyota Vista N200 Car Specs,Toyota Vista N180 Car Specs,Toyota Vista Ardeo 200 4WD Car Specs,Toyota Vista Ardeo 200 Car Specs,Toyota Vista Ardeo 180 Car Specs,Toyota Vista N200 4WD Car Specs,Toyota Vista Ardeo 200 Car Specs,Toyota Vista Ardeo 200 4WD Car Specs,Toyota Vista Ardeo 180 Car Specs,View more information about Toyota Vista",Vista
"/car-specs/Toyota/5201/Toyota-Camry-I-18.html,/car-specs/Toyota/5200/Toyota-Camry-I-18-TD.html,/car-specs/Toyota/5199/Toyota-Camry-I-20-TD.html,/car-specs/Toyota/M827/Camry-I,/car-specs/Toyota/M827/Camry-I","Toyota Camry I 1.8 Car Specs,Toyota Camry I 1.8 TD Car Specs,Toyota Camry I 2.0 TD Car Specs,View more information about Toyota Camry I",Camry I
"/car-specs/Toyota/569/Toyota-Corolla-V-1300.html,/car-specs/Toyota/570/Toyota-Corolla-V-1300.html,/car-specs/Toyota/571/Toyota-Corolla-V-1600.html,/car-specs/Toyota/572/Toyota-Corolla-V-18-Diesel.html,/car-specs/Toyota/M186/Corolla-V,/car-specs/Toyota/M186/Corolla-V","Toyota Corolla V 1300 Car Specs,Toyota Corolla V 1300 Car Specs,Toyota Corolla V 1600 Car Specs,Toyota Corolla V 1.8 Diesel Car Specs,View more information about Toyota Corolla V",Corolla V
"/car-specs/Toyota/573/Toyota-AE86-Corolla-Coupe-1600.html,/car-specs/Toyota/M187/AE86,/car-specs/Toyota/M187/AE86","Toyota AE86 Corolla Coupe 1600 Car Specs,View more information about Toyota AE86",AE86
"/car-specs/Toyota/5321/Toyota-Crown-VII-28-TC.html,/car-specs/Toyota/M855/Crown-VII,/car-specs/Toyota/M855/Crown-VII","Toyota Crown VII 2.8 TC Car Specs,View more information about Toyota Crown VII",Crown VII
"/car-specs/Toyota/19528/Toyota-Chaser-II-1800-DX.html,/car-specs/Toyota/19529/Toyota-Chaser-II-2000-XL.html,/car-specs/Toyota/M5899/Chaser-II,/car-specs/Toyota/M5899/Chaser-II","Toyota Chaser II 1800 DX Car Specs,Toyota Chaser II 2000 XL Car Specs,View more information about Toyota Chaser II",Chaser II
"/car-specs/Toyota/576/Toyota-Celica-Supra-28.html,/car-specs/Toyota/M189/Celica-Supra,/car-specs/Toyota/M189/Celica-Supra","Toyota Celica Supra 2.8 Car Specs,View more information about Toyota Celica Supra",Celica Supra
"/car-specs/Toyota/39465/Toyota-Cresta-X50-X60-Super-Touring-Hardtop.html,/car-specs/Toyota/39445/Toyota-Cresta-X50-X60-Super-Lucent-Hardtop.html,/car-specs/Toyota/39455/Toyota-Cresta-X50-X60-Super-De-Luxe-Hardtop.html,/car-specs/Toyota/39444/Toyota-Cresta-X50-X60-Super-Custom-Hardtop-Automatic.html,/car-specs/Toyota/39456/Toyota-Cresta-X50-X60-Super-Custom-Hardtop.html,/car-specs/Toyota/39462/Toyota-Cresta-X50-X60-Custom-Hardtop-Automatic.html,/car-specs/Toyota/39441/Toyota-Cresta-X50-X60-Custom-Hardtop.html,/car-specs/Toyota/39446/Toyota-Cresta-X50-X60-2000-Turbo-Hardtop.html,/car-specs/Toyota/39440/Toyota-Cresta-X50-X60-2000-Super-Lucent-Twin-Cam-Hardtop.html,/car-specs/Toyota/39447/Toyota-Cresta-X50-X60-1800-Custom-Hardtop.html,/car-specs/Toyota/39453/Toyota-Cresta-X50-X60-1800-Custom-Hardtop-Automatic.html,/car-specs/Toyota/39459/Toyota-Cresta-X50-X60-1800-Super-Custom-Hardtop.html,/car-specs/Toyota/39463/Toyota-Cresta-X50-X60-1800-Super-Custom-Hardtop-Automatic.html,/car-specs/Toyota/39451/Toyota-Cresta-X50-X60-2000-Super-De-Luxe-Hardtop.html,/car-specs/Toyota/39457/Toyota-Cresta-X50-X60-2000-Turbo-Hardtop.html,/car-specs/Toyota/39442/Toyota-Cresta-X50-X60-2000-Super-Lucent-Hardtop.html,/car-specs/Toyota/39450/Toyota-Cresta-X50-X60-2200-Diesel-Custom-Hardtop-Automatic.html,/car-specs/Toyota/39449/Toyota-Cresta-X50-X60-2200-Diesel-Custom-Hardtop.html,/car-specs/Toyota/M5898/Cresta-X50-X60,/car-specs/Toyota/M5898/Cresta-X50-X60","Toyota Cresta X50 X60 Super Touring Hardtop Car Specs,Toyota Cresta X50 X60 Super Lucent Hardtop Car Specs,Toyota Cresta X50 X60 Super De Luxe Hardtop Car Specs,Toyota Cresta X50 X60 Super Custom Hardtop Automatic Car Specs,Toyota Cresta X50 X60 Super Custom Hardtop Car Specs,Toyota Cresta X50 X60 Custom Hardtop Automatic Car Specs,Toyota Cresta X50 X60 Custom Hardtop Car Specs,Toyota Cresta X50 X60 2000 Turbo Hardtop Car Specs,Toyota Cresta X50 X60 2000 Super Lucent Twin Cam Hardtop Car Specs,Toyota Cresta X50 X60 1800 Custom Hardtop Car Specs,Toyota Cresta X50 X60 1800 Custom Hardtop Automatic Car Specs,Toyota Cresta X50 X60 1800 Super Custom Hardtop Car Specs,Toyota Cresta X50 X60 1800 Super Custom Hardtop Automatic Car Specs,Toyota Cresta X50 X60 2000 Super De Luxe Hardtop Car Specs,Toyota Cresta X50 X60 2000 Turbo Hardtop Car Specs,Toyota Cresta X50 X60 2000 Super Lucent Hardtop Car Specs,Toyota Cresta X50 X60 2200 Diesel Custom Hardtop Automatic Car Specs,Toyota Cresta X50 X60 2200 Diesel Custom Hardtop Car Specs,View more information about Toyota Cresta X50 X60",Cresta X50 X60
"/car-specs/Toyota/574/Toyota-Celica-TA6-1600.html,/car-specs/Toyota/575/Toyota-Celica-TA6-20.html,/car-specs/Toyota/M188/Celica-TA6,/car-specs/Toyota/M188/Celica-TA6","Toyota Celica TA6 1600 Car Specs,Toyota Celica TA6 2.0 Car Specs,View more information about Toyota Celica TA6",Celica TA6
"/car-specs/Toyota/5216/Toyota-Carina-I-16.html,/car-specs/Toyota/5220/Toyota-Carina-I-16.html,/car-specs/Toyota/5219/Toyota-Carina-I-16-5sp.html,/car-specs/Toyota/5217/Toyota-Carina-I-18-Diesel.html,/car-specs/Toyota/5218/Toyota-Carina-I-20-D.html,/car-specs/Toyota/M832/Carina-I,/car-specs/Toyota/M832/Carina-I","Toyota Carina I 1.6 Car Specs,Toyota Carina I 1.6 Car Specs,Toyota Carina I 1.6 5sp Car Specs,Toyota Carina I 1.8 Diesel Car Specs,Toyota Carina I 2.0 D Car Specs,View more information about Toyota Carina I",Carina I
"/car-specs/Toyota/5386/Toyota-Starlet-II-10.html,/car-specs/Toyota/5388/Toyota-Starlet-II-12.html,/car-specs/Toyota/5390/Toyota-Starlet-II-13.html,/car-specs/Toyota/M874/Starlet-II,/car-specs/Toyota/M874/Starlet-II","Toyota Starlet II 1.0 Car Specs,Toyota Starlet II 1.2 Car Specs,Toyota Starlet II 1.3 Car Specs,View more information about Toyota Starlet II",Starlet II
"/car-specs/Toyota/5319/Toyota-Crown-VI-28.html,/car-specs/Toyota/5320/Toyota-Crown-VI-22-Diesel.html,/car-specs/Toyota/M854/Crown-VI,/car-specs/Toyota/M854/Crown-VI","Toyota Crown VI 2.8 Car Specs,Toyota Crown VI 2.2 Diesel Car Specs,View more information about Toyota Crown VI",Crown VI
"/car-specs/Toyota/5260/Toyota-Corolla-IV-4d-Sedan-16.html,/car-specs/Toyota/5258/Toyota-Corolla-IV-4d-Sedan-1300.html,/car-specs/Toyota/5259/Toyota-Corolla-IV-4d-Sedan-13.html,/car-specs/Toyota/M842/Corolla-IV-4d-Sedan,/car-specs/Toyota/M842/Corolla-IV-4d-Sedan","Toyota Corolla IV 4d Sedan 1.6 Car Specs,Toyota Corolla IV 4d Sedan 1300 Car Specs,Toyota Corolla IV 4d Sedan 1.3 Car Specs,View more information about Toyota Corolla IV 4d Sedan",Corolla IV 4d Sedan
"/car-specs/Toyota/5314/Toyota-Cressida-II-20.html,/car-specs/Toyota/5311/Toyota-Cressida-II-20-6.html,/car-specs/Toyota/5313/Toyota-Cressida-II-22-Diesel.html,/car-specs/Toyota/M851/Cressida-II,/car-specs/Toyota/M851/Cressida-II","Toyota Cressida II 2.0 Car Specs,Toyota Cressida II 2.0 6 Car Specs,Toyota Cressida II 2.2 Diesel Car Specs,View more information about Toyota Cressida II",Cressida II
"/car-specs/Toyota/5309/Toyota-Cressida-I-20.html,/car-specs/Toyota/M850/Cressida-I,/car-specs/Toyota/M850/Cressida-I","Toyota Cressida I 2.0 Car Specs,View more information about Toyota Cressida I",Cressida I
"/car-specs/Toyota/5239/Toyota-Celica-A40-2000.html,/car-specs/Toyota/5238/Toyota-Celica-A40-2000-GT.html,/car-specs/Toyota/M835/Celica-A40,/car-specs/Toyota/M835/Celica-A40","Toyota Celica A40 2000 Car Specs,Toyota Celica A40 2000 GT Car Specs,View more information about Toyota Celica A40",Celica A40
"/car-specs/Toyota/5318/Toyota-Cressida-HardTop-20.html,/car-specs/Toyota/M853/Cressida-HardTop,/car-specs/Toyota/M853/Cressida-HardTop","Toyota Cressida HardTop 2.0 Car Specs,View more information about Toyota Cressida HardTop",Cressida HardTop
